 Income_poor, Income_low, Income_moderate, Income_high, Discrimination, Crime_vhigh, Crime_high, Crime_moderate, Crime_low, Crime_poor, PeopleTrust_poor, PeopleTrust_moderate, PeopleTrust_good, PeopleTrust_great, MediaTurst_low, MediaTrust_moderate, MediaTrust_high, MedTrust_great, TrustPolice_low, TrustPolice_moderate, TrustPolice_high, TrustPolice_great, ethnicities
7.5,23,47.4,22.1,15.1,86.5,5.2,4.5,1.8,2,8.9,22.8,54.5,13.9,41.6,37.5,18.5,2.3,5.7,10,36.9,47.4
17.9,31.8,36.8,13.5,24.4,78.5,7.1,7.1,2.9,4.4,19.1,32.2,40.4,8.3,50.1,35.6,11.1,3.2,14.9,21.3,35.8,28
26.5,45.2,23.5,4.7,16,69.7,8.7,9.3,4.6,7.6,13.5,40.8,35.1,10.6,46.7,30.1,18.1,5.1,9.1,19.1,40.6,31.3
8.7,35.6,44.8,10.9,25.8,60.5,11.7,7.6,5.3,14.9,6.5,19.5,50,24,16.5,30.2,37.8,15.6,3.5,12.6,33.7,50.3
